C.D.S.  -  SIMBAD4 rel 1.7  -  2021.02.27CET23:06:09

M  45
-----

Number of objects : 9580

 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |      |      |      |      |      |               |    |    
8869|   2775.94|    70|2014A&A...568A..77Z|S              |Cl* Melotte 22 CALAR 10            |*  |03 46 14.0489258442 +23 21 56.714289255|     ~|     ~|     ~|     ~|     ~|~              |   6|   0
8870|   2775.94|   100|2012MNRAS.424.3178B|B              |Cl* Melotte 22 CALAR 10            |*  |03 46 14.0489258442 +23 21 56.714289255|     ~|     ~|     ~|     ~|     ~|~              |   6|   0
8871|   2213.46|    52|2019MNRAS.490.2521H|B              |UGCS J034749.44+233152.8           |*  |03 47 49.4386646762 +23 31 53.063127905|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8872|   2213.46|    65|2012MNRAS.422.1495L|B              |UGCS J034749.44+233152.8           |*  |03 47 49.4386646762 +23 31 53.063127905|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8873|   2213.46|    99|2019PASP..131d4101G|B              |UGCS J034749.44+233152.8           |*  |03 47 49.4386646762 +23 31 53.063127905|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8874|   2619.16|    67|2012MNRAS.422.1495L|B              |UGCS J034453.12+233422.8           |*  |03 44 53.1184347275 +23 34 23.027898668|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8875|   2619.16|    98|2019PASP..131d4101G|B              |UGCS J034453.12+233422.8           |*  |03 44 53.1184347275 +23 34 23.027898668|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8876|   2619.16|   100|2012MNRAS.424.3178B|B              |UGCS J034453.12+233422.8           |*  |03 44 53.1184347275 +23 34 23.027898668|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8877|   5276.84|    68|2012MNRAS.422.1495L|B              |DANCe J03410541+2332567            |PM*|03 41 05.4057154954 +23 32 56.987204139|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8878|   5276.84|    99|2019PASP..131d4101G|B              |DANCe J03410541+2332567            |PM*|03 41 05.4057154954 +23 32 56.987204139|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8879|  11392.62|    65|2012MNRAS.422.1495L|B              |DANCe J03365411+2158027            |PM*|03 36 54.0943773900 +21 58 03.172683589|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8880|  11392.62|    91|2019PASP..131d4101G|B              |DANCe J03365411+2158027            |PM*|03 36 54.0943773900 +21 58 03.172683589|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8881|  18276.39|    63|2012MNRAS.422.1495L|B              |UGCS J040124.40+201715.5           |*  |04 01 24.3986846886 +20 17 15.855802197|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
8882|  10202.10|    71|2012MNRAS.422.1495L|B              |UGCS J033810.20+260733.0           |*  |03 38 10.2092808374 +26 07 33.418576390|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8883|  10202.10|    98|2019PASP..131d4101G|B              |UGCS J033810.20+260733.0           |*  |03 38 10.2092808374 +26 07 33.418576390|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8884|  10202.10|   100|2018A&A...616A..10G|B              |UGCS J033810.20+260733.0           |*  |03 38 10.2092808374 +26 07 33.418576390|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8885|   7245.23|    69|2012MNRAS.422.1495L|B              |DANCe J03405530+2534574            |PM*|03 40 55.2932304168 +25 34 57.645554934|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8886|   7245.23|    98|2019PASP..131d4101G|B              |DANCe J03405530+2534574            |PM*|03 40 55.2932304168 +25 34 57.645554934|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8887|  14377.74|    70|2012MNRAS.422.1495L|B              |2MASS J03304452+2539083            |PM*|03 30 44.5225554754 +25 39 08.030125637|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8888|  12355.66|    70|2012MNRAS.422.1495L|B              |UGCS J033746.59+265044.5           |*  |03 37 46.5908821756 +26 50 44.804330934|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
8889|   6955.53|    64|2012MNRAS.422.1495L|B              |DANCe J03493397+2216358            |PM*|03 49 33.9566879173 +22 16 36.225432768|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8890|   6955.53|    85|2019PASP..131d4101G|B              |DANCe J03493397+2216358            |PM*|03 49 33.9566879173 +22 16 36.225432768|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8891|   3982.36|    71|2012MNRAS.422.1495L|B              |DANCe J03505217+2327112            |PM*|03 50 52.1614598010 +23 27 11.540515943|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
8892|  17678.68|    69|2012MNRAS.422.1495L|B              |2MASS J03263340+2239432            |PM*|03 26 33.4192467694 +22 39 43.255566383|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8893|   4812.82|    64|2012MNRAS.422.1495L|B              |Cl* Melotte 22 CALAR 11            |*  |03 42 18.0091632244 +24 55 10.176222647|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8894|   4812.82|    70|2014A&A...568A..77Z|S              |Cl* Melotte 22 CALAR 11            |*  |03 42 18.0091632244 +24 55 10.176222647|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8895|   4812.82|    98|2019PASP..131d4101G|B              |Cl* Melotte 22 CALAR 11            |*  |03 42 18.0091632244 +24 55 10.176222647|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8896|   9423.18|    71|2012MNRAS.422.1495L|B              |DANCe J03553429+2223291            |PM*|03 55 34.2815735367 +22 23 29.542607426|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
8897|  12116.23|    68|2012MNRAS.422.1495L|B              |2MASS J03400658+2109002            |PM*|03 40 06.5881174852 +21 09 00.349450188|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8898|   2173.31|    70|2012MNRAS.422.1495L|B              |UGCS J034634.98+233114.4           |*  |03 46 35.0083750557 +23 31 13.914151671|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8899|   2173.31|   100|2012MNRAS.424.3178B|B              |UGCS J034634.98+233114.4           |*  |03 46 35.0083750557 +23 31 13.914151671|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8900|  12388.63|    70|2012MNRAS.422.1495L|B              |UGCS J035718.48+213732.3           |*  |03 57 18.4944644169 +21 37 31.797646703|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
8901|   4070.64|    64|2012MNRAS.422.1495L|B              |UGCS J035138.95+243044.7           |*  |03 51 38.9693270564 +24 30 44.265924202|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
8902|  13159.40|    71|2012MNRAS.422.1495L|B              |UGCS J035909.86+214602.0           |*  |03 59 09.8767764215 +21 46 01.551741882|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
8903|  10459.42|    71|2012MNRAS.422.1495L|B              |UGCS J034038.09+263829.2           |*  |03 40 38.082 +26 38 29.39              |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
8904|  11288.46|    66|2012MNRAS.422.1495L|B              |UGCS J033420.18+252205.0           |*  |03 34 20.189 +25 22 05.58              |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8905|  15570.97|    68|2012MNRAS.422.1495L|B              |UGCS J040551.61+234448.0           |*  |04 05 51.599 +23 44 48.76              |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
8906|   2961.50|    70|2012MNRAS.422.1495L|B              |UGCS J034904.73+232643.1           |*  |03 49 04.736 +23 26 43.60              |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8907|   8443.71|    66|2012MNRAS.422.1495L|B              |UGCS J035713.46+242251.7           |*  |03 57 13.460 +24 22 51.80              |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8908|   8575.37|    63|2012MNRAS.422.1495L|B              |UGCS J035547.44+225050.0           |*  |03 55 47.450 +22 50 50.10              |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8909|   9816.13|    64|2012MNRAS.422.1495L|B              |UGCS J033605.92+230123.6           |PM*|03 36 05.920 +23 01 23.70              |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8910|   8329.80|    65|2012MNRAS.422.1495L|B              |UGCS J034627.10+214822.5           |PM*|03 46 27.100 +21 48 22.60              |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
8911|  14799.96|    67|2012MNRAS.422.1495L|B              |UGCS J040058.25+213331.7           |*  |04 00 58.260 +21 33 31.70              |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8912|  18391.67|    65|2012MNRAS.422.1495L|B              |UGCS J034218.08+190732.9           |PM*|03 42 18.080 +19 07 33.00              |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8913|  16816.36|    70|2012MNRAS.422.1495L|B              |UGCS J040710.56+245949.1           |*  |04 07 10.5821541983 +24 59 48.914259922|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8914|   4966.24|    68|2012MNRAS.422.1495L|B              |Cl* Melotte 22 CALAR 15            |*  |03 42 30.554 +25 02 39.96              |     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8915|   4966.24|    70|2014A&A...568A..77Z|S              |Cl* Melotte 22 CALAR 15            |*  |03 42 30.554 +25 02 39.96              |     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8916|   8214.15|    62|2012MNRAS.422.1495L|B              |UGCS J035659.90+240535.4           |*  |03 56 59.900 +24 05 35.50              |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
8917|  13199.83|    72|2012MNRAS.422.1495L|B              |2MASS J03553018+2101102            |LM*|03 55 30.18264 +21 01 10.2864          |     ~|     ~|     ~|     ~|     ~|M9.2           |   3|   0
8918|  18143.29|    95|2019PASP..131d4101G|B              |UGCS J032911.26+270952.4           |*  |03 29 11.2531304212 +27 09 52.981965563|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8919|  13438.28|    74|2019PASP..131d4101G|B              |UGCS J034224.92+274215.4           |*  |03 42 24.9210758190 +27 42 15.904313275|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8920|  13438.28|   100|2018A&A...616A..10G|B              |UGCS J034224.92+274215.4           |*  |03 42 24.9210758190 +27 42 15.904313275|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8921|   9123.83|   100|2018A&A...616A..10G|B              |UGCS J034337.55+263200.8           |*  |03 43 37.5555854494 +26 32 01.266711166|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8922|  18321.56|    98|2019PASP..131d4101G|B              |UGCS J032811.33+265537.0           |*  |03 28 11.3232255753 +26 55 37.401707127|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8923|  18321.56|   100|2018A&A...616A..10G|B              |UGCS J032811.33+265537.0           |*  |03 28 11.3232255753 +26 55 37.401707127|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8924|   5783.14|    59|2019MNRAS.490.2521H|B              |UGCS J034722.28+254315.0           |*  |03 47 22.2796012390 +25 43 15.196239709|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8925|   5783.14|    99|2019PASP..131d4101G|B              |UGCS J034722.28+254315.0           |*  |03 47 22.2796012390 +25 43 15.196239709|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8926|   5783.14|   100|2018A&A...616A..10G|B              |UGCS J034722.28+254315.0           |*  |03 47 22.2796012390 +25 43 15.196239709|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8927|   8117.38|    77|2019MNRAS.490.2521H|B              |UGCS J035052.18+261140.0           |*  |03 50 52.1767983197 +26 11 40.406074370|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8928|   8117.38|   100|2018A&A...616A..10G|B              |UGCS J035052.18+261140.0           |*  |03 50 52.1767983197 +26 11 40.406074370|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8929|   8117.38|   100|2019PASP..131d4101G|B              |UGCS J035052.18+261140.0           |*  |03 50 52.1767983197 +26 11 40.406074370|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8930|  10790.21|   100|2018A&A...616A..10G|B              |2MASS J03433889+2701014            |PM*|03 43 38.8904876871 +27 01 01.552253855|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8931|  10790.21|   100|2019PASP..131d4101G|B              |2MASS J03433889+2701014            |PM*|03 43 38.8904876871 +27 01 01.552253855|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8932|  15280.18|    99|2019PASP..131d4101G|B              |UGCS J032907.68+252143.5           |*  |03 29 07.6741948600 +25 21 43.834874007|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8933|  15280.18|   100|2018A&A...616A..10G|B              |UGCS J032907.68+252143.5           |*  |03 29 07.6741948600 +25 21 43.834874007|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8934|  15558.63|    93|2019PASP..131d4101G|B              |DANCe J03323629+2658101            |PM*|03 32 36.2801761810 +26 58 10.461376674|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8935|  15558.63|   100|2018A&A...616A..10G|B              |DANCe J03323629+2658101            |PM*|03 32 36.2801761810 +26 58 10.461376674|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8936|   1287.56|    51|2019MNRAS.490.2521H|B              |UGCS J034705.79+234534.7           |*  |03 47 05.7849249163 +23 45 34.887982449|     ~|     ~|     ~|     ~|     ~|~              |   9|   0
8937|   1287.56|   100|2012MNRAS.424.3178B|B              |UGCS J034705.79+234534.7           |*  |03 47 05.7849249163 +23 45 34.887982449|     ~|     ~|     ~|     ~|     ~|~              |   9|   0
8938|   1287.56|   100|2017AJ....154..224R|B              |UGCS J034705.79+234534.7           |*  |03 47 05.7849249163 +23 45 34.887982449|     ~|     ~|     ~|     ~|     ~|~              |   9|   0
8939|   1287.56|   100|2018A&A...616A..10G|B              |UGCS J034705.79+234534.7           |*  |03 47 05.7849249163 +23 45 34.887982449|     ~|     ~|     ~|     ~|     ~|~              |   9|   0
8940|   1287.56|   100|2019PASP..131d4101G|B              |UGCS J034705.79+234534.7           |*  |03 47 05.7849249163 +23 45 34.887982449|     ~|     ~|     ~|     ~|     ~|~              |   9|   0
8941|  13228.35|    96|2019PASP..131d4101G|B              |UGCS J033251.37+255456.7           |*  |03 32 51.3651629357 +25 54 56.946335815|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8942|  13228.35|   100|2018A&A...616A..10G|B              |UGCS J033251.37+255456.7           |*  |03 32 51.3651629357 +25 54 56.946335815|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8943|  14385.20|    90|2019PASP..131d4101G|B              |DANCe J03312070+2557336            |PM*|03 31 20.6922517976 +25 57 33.912774039|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8944|  14385.20|   100|2018A&A...616A..10G|B              |DANCe J03312070+2557336            |PM*|03 31 20.6922517976 +25 57 33.912774039|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8945|  12110.83|   100|2018A&A...616A..10G|B              |EPIC 211034305                     |*  |04 01 28.4247801380 +23 31 00.047860239|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8946|   7195.10|    88|2019PASP..131d4101G|B              |UGCS J034334.48+255730.5           |PM*|03 43 34.4760547884 +25 57 30.897462281|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8947|  10696.17|    85|2019MNRAS.490.2521H|B              |UGCS J035640.44+220846.5           |PM*|03 56 40.4413990031 +22 08 46.847941763|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8948|  10696.17|    99|2019PASP..131d4101G|B              |UGCS J035640.44+220846.5           |PM*|03 56 40.4413990031 +22 08 46.847941763|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8949|  10696.17|   100|2018A&A...616A..10G|B              |UGCS J035640.44+220846.5           |PM*|03 56 40.4413990031 +22 08 46.847941763|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8950|  10696.17|   100|2018A&A...618A..93C|B              |UGCS J035640.44+220846.5           |PM*|03 56 40.4413990031 +22 08 46.847941763|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8951|  10458.74|   100|2018A&A...616A..10G|B              |2MASS J03451150+2114296            |PM*|03 45 11.5133161370 +21 14 29.558483130|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8952|  10458.74|   100|2019PASP..131d4101G|B              |2MASS J03451150+2114296            |PM*|03 45 11.5133161370 +21 14 29.558483130|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8953|   6150.77|    99|2017AJ....154..224R|B              |UGCS J035423.99+235158.7           |PM*|03 54 23.9894908359 +23 51 59.010683671|     ~|     ~|     ~|     ~|     ~|~              |   6|   0
8954|   6150.77|    99|2019PASP..131d4101G|B              |UGCS J035423.99+235158.7           |PM*|03 54 23.9894908359 +23 51 59.010683671|     ~|     ~|     ~|     ~|     ~|~              |   6|   0
8955|   6150.77|   100|2018A&A...616A..10G|B              |UGCS J035423.99+235158.7           |PM*|03 54 23.9894908359 +23 51 59.010683671|     ~|     ~|     ~|     ~|     ~|~              |   6|   0
8956|  14877.32|    97|2019PASP..131d4101G|B              |DANCe J03594267+2112149            |Er*|03 59 42.6565313841 +21 12 15.210272281|     ~|     ~|     ~|     ~|     ~|~              |  10|   0
8957|  14877.32|   100|2017AJ....154..224R|B              |DANCe J03594267+2112149            |Er*|03 59 42.6565313841 +21 12 15.210272281|     ~|     ~|     ~|     ~|     ~|~              |  10|   0
8958|  14877.32|   100|2018A&A...616A..10G|B              |DANCe J03594267+2112149            |Er*|03 59 42.6565313841 +21 12 15.210272281|     ~|     ~|     ~|     ~|     ~|~              |  10|   0
8959|  11618.00|    88|2019PASP..131d4101G|B              |UGCS J035817.43+221152.6           |*  |03 58 17.4279731958 +22 11 52.953754020|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8960|  11451.16|    99|2019PASP..131d4101G|B              |2MASS J03341345+2525257            |PM*|03 34 13.4578893399 +25 25 25.618432379|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8961|  11451.16|   100|2018A&A...616A..10G|B              |2MASS J03341345+2525257            |PM*|03 34 13.4578893399 +25 25 25.618432379|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8962|  11451.16|   100|2018A&A...618A..93C|B              |2MASS J03341345+2525257            |PM*|03 34 13.4578893399 +25 25 25.618432379|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8963|  16441.87|    90|2017AJ....154..224R|B              |DANCe J03391022+1955305            |*  |03 39 10.2019581784 +19 55 30.740370873|     ~|     ~|     ~|     ~|     ~|~              |   7|   0
8964|  16440.07|    99|2019PASP..131d4101G|B              |UGCS J035438.01+195422.5           |PM*|03 54 38.0059249725 +19 54 22.978442015|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8965|  16440.07|   100|2018A&A...616A..10G|B              |UGCS J035438.01+195422.5           |PM*|03 54 38.0059249725 +19 54 22.978442015|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8966|  13286.04|    99|2019PASP..131d4101G|B              |UGCS J033710.86+211209.7           |*  |03 37 10.8532880424 +21 12 10.126922577|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8967|  13286.04|   100|2018A&A...616A..10G|B              |UGCS J033710.86+211209.7           |*  |03 37 10.8532880424 +21 12 10.126922577|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8968|  15953.31|    97|2019PASP..131d4101G|B              |UGCS J034257.78+194706.1           |*  |03 42 57.7766303660 +19 47 06.426278350|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
8969|   8114.64|   100|2017AJ....154..224R|B              |UGCS J035353.32+223037.5           |PM*|03 53 53.3161662103 +22 30 37.731786193|     ~|     ~|     ~|     ~|     ~|~              |   6|   0
8970|   8114.64|   100|2018A&A...616A..10G|B              |UGCS J035353.32+223037.5           |PM*|03 53 53.3161662103 +22 30 37.731786193|     ~|     ~|     ~|     ~|     ~|~              |   6|   0
8971|   8114.64|   100|2019PASP..131d4101G|B              |UGCS J035353.32+223037.5           |PM*|03 53 53.3161662103 +22 30 37.731786193|     ~|     ~|     ~|     ~|     ~|~              |   6|   0
8972|  12088.05|    99|2019PASP..131d4101G|B              |DANCe J03323782+2325590            |*  |03 32 37.8079322326 +23 25 59.215761068|     ~|     ~|     ~|     ~|     ~|~              |  12|   0
8973|  12088.05|   100|2017AJ....154..224R|B              |DANCe J03323782+2325590            |*  |03 32 37.8079322326 +23 25 59.215761068|     ~|     ~|     ~|     ~|     ~|~              |  12|   0
8974|  12088.05|   100|2018A&A...616A..10G|B              |DANCe J03323782+2325590            |*  |03 32 37.8079322326 +23 25 59.215761068|     ~|     ~|     ~|     ~|     ~|~              |  12|   0
8975|  12088.05|   100|2018A&A...618A..93C|B              |DANCe J03323782+2325590            |*  |03 32 37.8079322326 +23 25 59.215761068|     ~|     ~|     ~|     ~|     ~|~              |  12|   0
8976|  14262.86|    97|2019PASP..131d4101G|B              |UGCS J040241.90+222818.2           |PM*|04 02 41.8919854212 +22 28 18.668989895|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8977|  14262.86|   100|2018A&A...616A..10G|B              |UGCS J040241.90+222818.2           |PM*|04 02 41.8919854212 +22 28 18.668989895|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8978|   5729.93|   100|2018A&A...616A..10G|B              |UGCS J034028.56+233342.2           |PM*|03 40 28.5655263384 +23 33 42.568689163|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8979|   5729.93|   100|2019PASP..131d4101G|B              |UGCS J034028.56+233342.2           |PM*|03 40 28.5655263384 +23 33 42.568689163|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8980|  11763.79|    94|2017AJ....154..224R|B              |DANCe J04010581+2334439            |PM*|04 01 05.7988506736 +23 34 44.268345933|     ~|     ~|     ~|     ~|     ~|~              |   6|   0
8981|  11471.27|    94|2019PASP..131d4101G|B              |UGCS J040050.52+234352.9           |*  |04 00 50.5187633716 +23 43 53.243803650|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8982|  11471.27|   100|2018A&A...616A..10G|B              |UGCS J040050.52+234352.9           |*  |04 00 50.5187633716 +23 43 53.243803650|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8983|  14680.60|    93|2017AJ....154..224R|B              |DANCe J03431875+2007445            |*  |03 43 18.7460000520 +20 07 44.740870217|     ~|     ~|     ~|     ~|     ~|~              |   6|   0
8984|   4166.26|    86|2019MNRAS.490.2521H|B              |UGCS J035043.06+231955.6           |*  |03 50 43.0610331336 +23 19 55.977089996|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8985|   4166.26|   100|2018A&A...616A..10G|B              |UGCS J035043.06+231955.6           |*  |03 50 43.0610331336 +23 19 55.977089996|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8986|   4166.26|   100|2019PASP..131d4101G|B              |UGCS J035043.06+231955.6           |*  |03 50 43.0610331336 +23 19 55.977089996|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8987|   9655.09|    91|2019PASP..131d4101G|B              |UGCS J033726.25+223430.8           |*  |03 37 26.2389951717 +22 34 31.152499672|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
8988|  13916.48|    89|2019PASP..131d4101G|B              |UGCS J040349.73+234325.1           |PM*|04 03 49.7216611419 +23 43 25.517428431|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8989|  13916.48|   100|2018A&A...616A..10G|B              |UGCS J040349.73+234325.1           |PM*|04 03 49.7216611419 +23 43 25.517428431|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8990|   5404.49|    60|2019MNRAS.490.2521H|B              |UGCS J034205.74+230714.3           |*  |03 42 05.7389451524 +23 07 14.764979859|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8991|   5404.49|   100|2018A&A...616A..10G|B              |UGCS J034205.74+230714.3           |*  |03 42 05.7389451524 +23 07 14.764979859|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8992|   5404.49|   100|2019PASP..131d4101G|B              |UGCS J034205.74+230714.3           |*  |03 42 05.7389451524 +23 07 14.764979859|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8993|   8154.38|    92|2019PASP..131d4101G|B              |UGCS J035431.48+223901.5           |*  |03 54 31.4785991486 +22 39 01.791403116|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8994|   8154.38|   100|2018A&A...616A..10G|B              |UGCS J035431.48+223901.5           |*  |03 54 31.4785991486 +22 39 01.791403116|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8995|   3566.22|    99|2019PASP..131d4101G|B              |UGCS J034857.40+231359.0           |*  |03 48 57.3969448618 +23 13 59.265252762|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8996|   3566.22|   100|2018A&A...616A..10G|B              |UGCS J034857.40+231359.0           |*  |03 48 57.3969448618 +23 13 59.265252762|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
8997|  11564.40|    82|2019PASP..131d4101G|B              |UGCS J033314.38+245008.1           |PM*|03 33 14.3753549867 +24 50 08.315299195|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8998|  11564.40|   100|2018A&A...616A..10G|B              |UGCS J033314.38+245008.1           |PM*|03 33 14.3753549867 +24 50 08.315299195|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
8999|   6438.19|    99|2019PASP..131d4101G|B              |DANCe J03442949+2225248            |PM*|03 44 29.4895777851 +22 25 24.978811064|     ~|     ~|     ~|     ~|     ~|~              |   6|   0
9000|   6438.19|   100|2017AJ....154..224R|B              |DANCe J03442949+2225248            |PM*|03 44 29.4895777851 +22 25 24.978811064|     ~|     ~|     ~|     ~|     ~|~              |   6|   0
9001|   6438.19|   100|2018A&A...616A..10G|B              |DANCe J03442949+2225248            |PM*|03 44 29.4895777851 +22 25 24.978811064|     ~|     ~|     ~|     ~|     ~|~              |   6|   0
9002|   8552.14|   100|2018A&A...616A..10G|B              |2MASS J03562862+2309037            |PM*|03 56 28.6246091097 +23 09 03.709733045|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
9003|   8552.14|   100|2018A&A...618A..93C|B              |2MASS J03562862+2309037            |PM*|03 56 28.6246091097 +23 09 03.709733045|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
9004|   8552.14|   100|2019PASP..131d4101G|B              |2MASS J03562862+2309037            |PM*|03 56 28.6246091097 +23 09 03.709733045|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
9005|  12434.85|    91|2019PASP..131d4101G|B              |DANCe J04015586+2444024            |Er*|04 01 55.8493532631 +24 44 02.617787976|     ~|     ~|     ~|     ~|     ~|~              |  11|   0
9006|  12434.85|    98|2017AJ....154..224R|B              |DANCe J04015586+2444024            |Er*|04 01 55.8493532631 +24 44 02.617787976|     ~|     ~|     ~|     ~|     ~|~              |  11|   0
9007|   8433.52|   100|2017AJ....154..224R|B              |DANCe J03373708+2310578            |*  |03 37 37.0789952776 +23 10 58.043654572|     ~|     ~|     ~|     ~|     ~|~              |  10|   0
9008|   8433.52|   100|2018A&A...616A..10G|B              |DANCe J03373708+2310578            |*  |03 37 37.0789952776 +23 10 58.043654572|     ~|     ~|     ~|     ~|     ~|~              |  10|   0
9009|   7139.22|    98|2019PASP..131d4101G|B              |UGCS J033825.42+242711.8           |*  |03 38 25.4216011061 +24 27 12.094525529|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
9010|  13316.73|    27|2017AJ....154..224R|B              |DANCe J04023478+2308284            |Er*|04 02 34.7782563825 +23 08 28.654579390|     ~|     ~|     ~|     ~|     ~|~              |   7|   0
